"isn_seq";"ano";"cod_acao";"titulo";"dt_carga"
"19148";"2015";"20756";"TRANSPORTE ESCOLAR PARA ALUNOS DO ENSINO MEDIO";"2015-04-22"
"19149";"2015";"20760";"MANUTENCAO E FUNCIONAMENTO DO PROBIO";"2015-04-22"
"19150";"2015";"20761";"FORTALECIMENTO INSTITUCIONAL E MODERNIZACAO DA GESTAO Da Controladoria Geral do";"2015-04-22"
"19151";"2015";"20764";"Atendimento ao Cidadão Por Meio da Ouvidoria";"2015-04-22"
"19152";"2015";"20768";"FORTALECIMENTO DA ATENCAO A PESSOA COM DEFICIENCIA";"2015-04-22"
"19153";"2015";"20790";"GESTAO DO FUNDART - FUNDO ESPECIAL DO DESENVOLVIMENTO E COMERCIALIZACAO DO ARTE";"2015-04-22"
"19154";"2015";"20795";"Aquisição de Equipamentos e Mobiliários em Geral";"2015-04-22"
"19155";"2015";"20819";"MODERNIZACAO DA TI - TECNOLOGIA DA INFORMACAO E COMUNICACAO - STDS";"2015-04-22"
"19156";"2015";"20821";"Estruturação e Manutenção dos N?cleos de Mediação Comunitária";"2015-04-22"
"19157";"2015";"20836";"PROTECAO SOCIAL ESPECIAL A PESSOAS IDOSAS EM SITUACAO De Risco";"2015-04-22"
"19158";"2015";"20844";"SERVICOS DE PROTECAO SOCIAL BASICA DE APOIO AS FAMILIAS COM PESSOAS COM DEFICIE";"2015-04-22"
"19159";"2015";"20859";"MANUTENCAO DOS EQUIPAMENTOS TURISTICOS";"2015-04-22"
"19160";"2015";"20860";"Pagamento de Despesas Administrativas de Natureza Continuada";"2015-04-22"
"19161";"2015";"20865";"MANUTENCAO DE SERVICOS DE REFERENCIA EM ODONTOLOGIA ESPECIALIZADA NA MEDIA E AL";"2015-04-22"
"19162";"2015";"20867";"ASSISTENCIA AMBULATORIAL E HOSPITALAR DE MEDIA E ALTA COMPLEXIDADE AOS USUARIOS";"2015-04-22"
"19163";"2015";"20868";"ASSISTENCIA ESPECIAL AOS USUARIOS DO SUS";"2015-04-22"
"19164";"2015";"20869";"FORTALECIMENTO DA REDE DE CAPTACAO E TRANSPLANTE DE ORGAOS";"2015-04-22"
"19165";"2015";"20871";"Pagamento de Pessoal e Encargos Sociais";"2015-04-22"
"19166";"2015";"20879";"Manutenção e Funcionamento Integrado da Atividade-Fim da Perícia Forense";"2015-04-22"
"19167";"2015";"20880";"Pagamento de Pessoal e Encargos Sociais dos Servidores da Perícia Forense - Fol";"2015-04-22"
"19168";"2015";"20881";"Pagamento de Despesas Administrativas de Natureza Continuada da Perícia Forense";"2015-04-22"
"19169";"2015";"20883";"FUNCIONAMENTO E MELHORIA DAS UNIDADES PROPRIAS DA SESA";"2015-04-22"
"19170";"2015";"20886";"AQUISICAO DE MEDICAMENTOS NAO CONTEMPLADOS NOS PROTOCOLOS CLINICOS E DIRETRIZES";"2015-04-22"
"19171";"2015";"20896";"DESENVOLVIMENTO DE ENSINO E PESQUISA EM SAUDE EM VIGILANCIA EPIDEMIOLOGICA";"2015-04-22"
"19172";"2015";"20897";"DESENVOLVIMENTO DE ENSINO E PESQUISA EM SAUDE EM VIGILANCIA SANITARIA";"2015-04-22"
"19173";"2015";"20898";"PAGAMENTO DE PESSOAL E ENCARGOS SOCIAIS EM VIGILANCIA SANITARIA";"2015-04-22"
"19174";"2015";"20899";"PREVENCAO, CONTROLE E ASSISTENCIA A HANSENIASE E TUBERCulose";"2015-04-22"
"19175";"2015";"20900";"FORTALECIMENTO DA GESTAO EM VIGILANCIA EM SAUDE - VIGISus";"2015-04-22"
"19176";"2015";"20905";"PAGAMENTO DOS AGENTES COMUNITARIOS DE SAUDE";"2015-04-22"
"19177";"2015";"20907";"Pagamento de Gratificação do Samu Estadual - Bombeiro Militar - Folha Normal";"2015-04-22"
"19178";"2015";"20912";"FORTALECIMENTO A ATENCAO A SAUDE DA MULHER E DO HOMEM";"2015-04-22"
"19179";"2015";"20915";"MANUTENCAO E FUNCIONAMENTO DAS UNIDADES DE EDUCACAO PROfissional";"2015-04-22"
"19180";"2015";"20922";"MANUTENCAO DAS UNIDADES OPERACIONAIS E DIDATICAS DA EMAterce";"2015-04-22"
"19181";"2015";"20944";"MANUTENCAO DE TIC";"2015-04-22"
"19182";"2015";"20948";"GERACAO E DIFUSAO DE ESTUDOS E PESQUISAS PARA PROMOCAO do Desenvolvimento Ambie";"2015-04-22"
"19183";"2015";"20951";"IMPLANTACAO E APERFEICOAMENTO DO SISTEMA DE TRANSPARENCIA E ETICA";"2015-04-22"
"19184";"2015";"20953";"Pagamento de Pessoal e Encargos Sociais - Samu Leste";"2015-04-22"
"19185";"2015";"20956";"MANUTENCAO PREVENTIVA EM RODOVIAS DO ESTADO DO CEARA";"2015-04-22"
"19186";"2015";"20957";"Pagamento de Pessoal e Encargos Sociais - Folha Complementar - Assembleia Legis";"2015-04-22"
"19187";"2015";"20962";"CAPACITACAO E APERFEIçOAMENTO DE RECURSOS HUMANOS DA CGE";"2015-04-22"
"19188";"2015";"20967";"Pagamento de Despesas Administrativas de Natureza Continuada";"2015-04-22"
"19189";"2015";"20972";"MANUTENCAO E FUNCIONAMENTO DO PROGRAMA DE CONTROLE AMBIental";"2015-04-22"
"19190";"2015";"20979";"FORMACAO EM NIVEL DE GRADUACAO - URCA";"2015-04-22"
"19191";"2015";"20980";"Realização do Prêmio Escola Nota 10";"2015-04-22"
"19192";"2015";"20999";"GARANTIA DO FUNCIONAMENTO DO PARQUE TECNOLOGICO DAS ESColas de Ensino Fundament";"2015-04-22"
"19193";"2015";"21001";"FORTALECIMENTO INSTITUCIONAL DO TCE NO AMBITO DO SWAP 2";"2015-04-22"
"19194";"2015";"21010";"Pagamento de Pessoal e Encargos Sociais - Folha Complementar";"2015-04-22"
"19195";"2015";"21013";"Pagamento de Pessoal de Carater Eventual - Folha Complementar";"2015-04-22"
"19196";"2015";"21018";"Pagamento de Pessoal e Encargos Sociais - Folha Complementar";"2015-04-22"
"19197";"2015";"21022";"Pagamento de Pessoal e Encargos Sociais dos Servidores DA POLICIA CIVIL - FOLHA";"2015-04-22"
"19198";"2015";"21028";"Pagamento de Pessoal e Encargos Sociais- Folha Complementar";"2015-04-22"
"19199";"2015";"21035";"QUALIFICACAO DA ESTRATEGIA SAUDE DA FAMILIA";"2015-04-22"
"19200";"2015";"21036";"QUALIFICACAO DA GESTAO ESTRATEGICA E PARTICIPATIVA DO SUS NO CEARA";"2015-04-22"
"19201";"2015";"21037";"Pagamento de Pessoal e Encargos Sociais - Folha Complementar";"2015-04-22"
"19202";"2015";"21038";"ESTRUTURACAO E MANUTENCAO DOS EQUIPAMENTOS CULTURAIS";"2015-04-22"
"19203";"2015";"21052";"Pagamento de Pessoal e Encargos Sociais - Folha Complemetar";"2015-04-22"
"19204";"2015";"21072";"SUPORTE AS ACOES FINALISTICAS DA SECITECE";"2015-04-22"
"19205";"2015";"21073";"SUPORTE AS ACOES FINALISTICAS DA FUNECE";"2015-04-22"
"19206";"2015";"21074";"SUPORTE AS ACOES FINALISTICAS DA URCA";"2015-04-22"
"19207";"2015";"21075";"SUPORTE AS ACOES FINALISTICAS DA UVA";"2015-04-22"
"19208";"2015";"21077";"SUPORTE AS ACOES FINALISTICAS DO NUTEC";"2015-04-22"
"19209";"2015";"21103";"Pagamento de Despesas Administrativas de Natureza Continuada";"2015-04-22"
"19210";"2015";"21107";"CONTRIBUICAO PATRONAL DO PODER EXECUTIVO - PESSOAL MILItar";"2015-04-22"
"19211";"2015";"21119";"MANUTENCAO DAS UNIDADES DA SESA NO FAEC";"2015-04-22"
"19212";"2015";"21122";"PAGAMENTO DE PESSOAL E ENCARGOS SOCIAIS NA MEDIA E ALTACOMPLEXIDADE (MEC)";"2015-04-22"
"19213";"2015";"21126";"MANUTENCAO E FUNCIONAMENTO ADMINISTRATIVO";"2015-04-22"
"19214";"2015";"21128";"Manutenção e Funcionamento Administrativo";"2015-04-22"
"19215";"2015";"21132";"Pagamento de Despesas Administrativas de Natureza Obrigatória e Continuada";"2015-04-22"
"19216";"2015";"21136";"PAGAMENTO DE PESSOAL E ENCARGOS SOCIAIS NA GESTAO";"2015-04-22"
"19217";"2015";"21165";"PUBLICACAO DE AVISOS LEGAIS";"2015-04-22"
"19218";"2015";"21168";"Manutenção e Funcionamento de Ti";"2015-04-22"
"19219";"2015";"21180";"Pagamento de Despesas Administrativas de Natureza Continuada";"2015-04-22"
"19220";"2015";"21185";"Concessão de Subvenções Sociais";"2015-04-22"
"19221";"2015";"21186";"Pagamento de Despesas Administrativas de Natureza Continuada";"2015-04-22"
"19222";"2015";"21187";"Funcionamento do Conselho - CONSESP";"2015-04-22"
"19223";"2015";"21201";"GESTAO PARTICIPATIVA E INTEGRADA DE ACOES NA AREA DO GEopark Araripe";"2015-04-22"
"19224";"2015";"21204";"Pagamento de Despesas Administrativas de Natureza Continuada";"2015-04-22"
"19225";"2015";"21214";"FISCALIZACAO, NORMATIZACAO, ACOMPANHAMENTO, AVALIACAO DOS SERVICOS DE SANEAMENT";"2015-04-22"
"19226";"2015";"21215";"FISCALIZACAO, ACOMPANHAMENTO, AVALIACAO DOS SERVICOS DETRANSPORTE, NORMATIZACAO";"2015-04-22"
"19227";"2015";"21216";"FISCALIZACAO, REGULAMENTACAO, ACOMPANHAMENTO, AVALIACAODOS SERVICOS DE DISTRIBU";"2015-04-22"
"19228";"2015";"21234";"REAPARELHAMENTO DO PODER JUDICIARIO";"2015-04-22"
"19229";"2015";"21235";"ESTRUTURACAO E MANUTENCAO DA CRECHE DO PODER JUDICIARIO";"2015-04-22"
"19230";"2015";"21258";"PAGAMENTO DE PESSOAL E ENCARGOS SOCIAIS-FOLHA NORMAL";"2015-04-22"
"19231";"2015";"21259";"PAGAMENTO DE DESPESAS ADMINISTRATIVAS DE NATUREZA CONTINUADA.";"2015-04-22"
"19232";"2015";"21260";"CRIACAO, PRODUCAO E VEICULACAO DAS ACOES GOVERNAMENTAIS";"2015-04-22"
"19233";"2015";"21261";"COORDENACAO, MOBILIZACAO E ESTRUTURACAO DE EVENTOS E VIagens Oficiais";"2015-04-22"
"19234";"2015";"21263";"GESTAO E ADMINISTRACAO DA COPA 2014";"2015-04-22"
"19235";"2015";"21280";"PAGAMENTO DE PESSOAL E ENCARGOS SOCIAIS.";"2015-04-22"
"19236";"2015";"21282";"DESPESAS ADMINISTRATIVAS DE NATUREZA CONTINUADA.";"2015-04-22"
"19237";"2015";"21283";"MELHORIA E APERFEICOAMENTO DA DISCIPLINA";"2015-04-22"
"19238";"2015";"21289";"Aquisição e Implantação de Produtos e Serviços de TI - ISSEC";"2015-04-22"
"19239";"2015";"21294";"Atendimento ao Cidadão por Meio da Ouvidoria";"2015-04-22"
"19240";"2015";"21295";"Desenvolvimento Local e Regional Executado por meio de Contrato de Gestão";"2015-04-22"
"19241";"2015";"21297";"Manutenção e Funcionamento de TI - JUCEC";"2015-04-22"
"19242";"2015";"21300";"Manutenção e Gestão das Unidades de Conservação";"2015-04-22"
"19243";"2015";"21301";"Disponibilização de Ferramentas e Técnicas Administrativas.";"2015-04-22"
"19244";"2015";"21302";"Qualificação Social e Profissional - CITS";"2015-04-22"
"19245";"2015";"21303";"Atendimento às Unidades da Proteção Social Especial - Medidas Socioeducativas -";"2015-04-22"
"19246";"2015";"21307";"Apoio ao Planejamento Urbano Municipal";"2015-04-22"
"19247";"2015";"21308";"Regularização Fundiária de Áreas Urbanas";"2015-04-22"
"19248";"2015";"21310";"AUXILIO FINANCEIRO AS INSTITUICOES NA AREA DA SAUDE";"2015-04-22"
"19249";"2015";"21311";"Manutenção e Funcionamento da Divisão de Homicídios";"2015-04-22"
"19250";"2015";"21312";"Manutenção e Funcionamento da Área de TI das Unidades Prisionais";"2015-04-22"
"19251";"2015";"21313";"ESTRUTURACAO DO SISTEMA DE SAUDE PENITENCIARIO";"2015-04-22"
"19252";"2015";"21316";"Manutenção e Funcionamento - IPC";"2015-04-22"
"19253";"2015";"21317";"Monitoramento, Controle e Fiscalização das Unidades de Conservação do Estado do";"2015-04-22"
"19254";"2015";"21318";"Manutenção e Funcionamento de TI da Perícia Forense";"2015-04-22"
"19255";"2015";"21319";"Manutenção e Funcionamento das Delegacias Municipais";"2015-04-22"
"19256";"2015";"21320";"Realização da Fiscalização Pesqueira e Aquícola em Águas Continentais";"2015-04-22"
"19257";"2015";"21322";"Pessoal e Encargos Sociais - Folha Normal - EGP";"2015-04-22"
"19258";"2015";"21323";"Manutenção e Funcionamento - EGP";"2015-04-22"
"19259";"2015";"21324";"CIDADES II -  Preparação de Projetos, Estudos Técnicos e Consultorias";"2015-04-22"
"19260";"2015";"21325";"Fortalecimento e Controle Social e Institucional do Sus";"2015-04-22"
"19261";"2015";"21326";"Manutenção e Funcionamento da Atividade - Fim da Perícia Forense";"2015-04-22"
"19262";"2015";"21327";"REGULACAO, AVALIACAO, AUDITORIA E CONTROLE DO SUS";"2015-04-22"
"19263";"2015";"21328";"Desenvolvimento de Atividades Sociocultural, Esportiva e de Lazer - CITS";"2015-04-22"
"19264";"2015";"21329";"Apoio Técnico para Captação de Recursos.";"2015-04-22"
"19265";"2015";"21332";"Manutenção das unidades operacionais de vigilância zoofitossanitária";"2015-04-22"
"19266";"2015";"21334";"Realização de Campanha de Vacinação";"2015-04-22"
"19267";"2015";"21335";"Promoção de Ações Compartilhadas para Fiscalização da Pesca e Aquicultura";"2015-04-22"
"19268";"2015";"21337";"Regulamentação e Divulgação da Lei Estadual de Pesca e Aquicultura";"2015-04-22"
"19269";"2015";"21338";"Pagamento de Gratificação do SAMU Estadual";"2015-04-22"
"19270";"2015";"21339";"Desenvolvimento Local e Regional Executado por meio de Contrato de Gestão";"2015-04-22"
"19271";"2015";"21340";"Pessoal e Encargos Sociais da Vigilância Epidemiológica, Imunização DST/AIDS e ";"2015-04-22"
"19272";"2015";"21341";"Pessoal e Encargos Sociais - Folha Normal - JUCEC";"2015-04-22"
"19273";"2015";"21342";"Manutenção e Funcionamento  da Atividade - Fim da CGD";"2015-04-22"
"19274";"2015";"21343";"Manutenção e Funcionamento - JUCEC";"2015-04-22"
"19275";"2015";"21344";"Monitoramento e Acompanhamento da Coordenadoria do Trabalho, Emprego e Renda";"2015-04-22"
"19276";"2015";"21345";"Manutenção dos Centros de Inclusão Tecnológica e Social - CITS";"2015-04-22"
"19277";"2015";"21346";"Realização de Atividades paraAatrair Investimentos.";"2015-04-22"
"19278";"2015";"21347";"Realização de treinamentos para implantação e sustenação da ZPE.";"2015-04-22"
"19279";"2015";"21348";"DESENVOLVIMENTO DA ACAO PARLAMENTAR";"2015-04-22"
"19280";"2015";"21349";"CONTRIBUICAO PATRONAL PARLAMENTAR";"2015-04-22"
"19281";"2015";"21354";"MANUTENCAO E MELHORIA DA ESTRUTURA FISICA DO PREDIO DA ASSEMBLEIA LEGISLATIVA";"2015-04-22"
"19282";"2015";"21355";"Pagamento de Pessoal Tercerizados - HGCCO";"2015-04-22"
"19283";"2015";"21357";"CAPACITACAO DE SERVIDORES PUBLICOS - FORMACAQ CONTINUADA, QUALIFICACAO E REQUAL";"2015-04-22"
"19284";"2015";"21360";"Reaparelhamento do Poder Judiciário";"2015-04-22"
"19285";"2015";"21361";"Estruturação e Manutenção da Creche do Poder Judiciário";"2015-04-22"
"19286";"2015";"21362";"Realização de fiscalização e monitoramento da sanidade animal";"2015-04-22"
"19287";"2015";"21363";"PAGAMENTO DE TERCEIRIZADOS EM VIGILÂNCIA SANITÁRIA";"2015-04-22"
"19288";"2015";"21366";"Ressarcimento do Registro Civil";"2015-04-22"
"19289";"2015";"21370";"Realização de Encontros e Eventos da Defensoria Pública Geral do Estado";"2015-04-22"
"19290";"2015";"21371";"Manutenção e Funcionamento de TI - EGP";"2015-04-22"
"19291";"2015";"21372";"Realização de Cursos de Formação Inicial e Continuada para os Profissionais de ";"2015-04-22"
"19292";"2015";"21373";"Apoio às Administrações Municipais no Planejamento e Normatização de Centros de";"2015-04-22"
"19293";"2015";"21379";"Implantacao. estrutura e manutencao de casas de juizes";"2015-04-22"
"19294";"2015";"21381";"Desenvolvimento de Sistemas de Avaliação das Ações de Capacitação/Formação - EG";"2015-04-22"
"19295";"2015";"21382";"Atendimento Integrado ao Trabalhador Através do IDT Executado por meio de Contr";"2015-04-22"
"19296";"2015";"21384";"Aquisicao, desenvolvimento e implantacao de sistemas estrategicos";"2015-04-22"
"19297";"2015";"21386";"Realização de Palestras, Encontros, Seminários, Oficinas, Fóruns e Congressos -";"2015-04-22"
"19298";"2015";"21389";"Infraestrutura estrategica de Tecnologia da Informacao";"2015-04-22"
"19299";"2015";"21390";"Apoio, Realização e Participação em Eventos Voltados para a Temática da Inovaçã";"2015-04-22"
"19300";"2015";"21392";"Desenvolvimento e Implementação da Vigilância Social Estadual";"2015-04-22"
"19301";"2015";"21393";"Realização da Pesquisa, Emprego e Desemprego";"2015-04-22"
"19302";"2015";"21394";"Concessão de Outros Benefícios Assistenciais";"2015-04-22"
"19303";"2015";"21395";"APLICACAO DAS MELHORES PRÁTICAS DE CONTROLE CONTINUO DA INTEGRIDADE DO CADASTRO";"2015-04-22"
"19304";"2015";"21396";"Realização de Palestras Educativas e Vivenciais, Oficinas, Premiações, Atividad";"2015-04-22"
"19305";"2015";"21397";"Realização de Cursos de Curta, Média e Longa Duração";"2015-04-22"
"19306";"2015";"21398";"Promoção de Parcerias para Eventos de Capacitação - EGP";"2015-04-22"
"19307";"2015";"21399";"Fomento à Formação de Recursos Humanos Qualificados para o Desenvolvimento - FU";"2015-04-22"
"19308";"2015";"21400";"Manutenção e Funcionamento da Esmec";"2015-04-22"
"19309";"2015";"21409";"Atendimento Integrado ao Trabalhador por Meio do Convênio PLANSINE com o MTE";"2015-04-22"
"19310";"2015";"21410";"Suporte às Ações Finalísticas da FUNCAP";"2015-04-22"
"19311";"2015";"21411";"Desenvolvimento e Capacitação de Servidores - EGP";"2015-04-22"
"19312";"2015";"21412";"Manutenção das Atividades Educativas de Trânsito";"2015-04-22"
"19313";"2015";"21413";"ESTUDOS E PROJETOS / APOIO AO FESTIVAL DO CAMARÃO DA COSTA NEGRA.";"2015-04-22"
"19314";"2015";"21414";"REALIZAÇÃO DE CURSOS E EVENTOS PARA O APOSENTADO";"2015-04-22"
"19315";"2015";"21417";"Realização de Seminários e Cursos Preparatórios para a Aposentadoria";"2015-04-22"
"19316";"2015";"21418";"Regularização Fundiária e Titularização da Propriedade dos Imóveis Edificados p";"2015-04-22"
"19317";"2015";"21419";"Manutenção e Funcionamento de TI - COHAB";"2015-04-22"
"19318";"2015";"21420";"Apoio e Acompanhamento das Ações Desenvolvidas por Entidades no Âmbito da Prote";"2015-04-22"
"19319";"2015";"21421";"Promoção e Suporte ao Monitoramento de Informações Hidroagrometeorológicas";"2015-04-22"
"19320";"2015";"21422";"Manutenção das Unidades de Proteção Social Especial - Alta Complexidade - Abrig";"2015-04-22"
"19321";"2015";"21423";"Locação de imóveis";"2015-04-22"
"19322";"2015";"21424";"Manutenção e Funcionamento - COHAB";"2015-04-22"
"19323";"2015";"21425";"Pessoal e Encargos Sociais na Área de Vigilância Sanitária - Folha Normal";"2015-04-22"
"19324";"2015";"21426";"Atendimento a Entidades que Desenvolvem Programas de Institucionalização de Lon";"2015-04-22"
"19325";"2015";"21427";"Atendimento às Pessoas Idosas Vítimas de Violência e com seus Direitos Violados";"2015-04-22"
"19326";"2015";"21428";"Manutenção do Programa Agente Comunitário de Saúde";"2015-04-22"
"19327";"2015";"21431";"Negociação e Desprecarização do Trabalho no SUS";"2015-04-22"
"19328";"2015";"21433";"Realização de Eventos";"2015-04-22"
"19329";"2015";"21434";"Realização de Eventos";"2015-04-22"
"19330";"2015";"21437";"Cofinanciamento, Implantação e Acompanhamento das Ações dos CREAS Municipais no";"2015-04-22"
"19331";"2015";"21439";"PARTICIPACAO DOS MUNICIPIOS NA ARRECADACAO DO IPVA";"2015-04-22"
"19332";"2015";"21440";"Manutenção das Unidades de Acolhimento de Proteção Social Especial - Alta Compl";"2015-04-22"
"19333";"2015";"21441";"Manutenção da Unidade de Acolhimento de Mulheres Vítimas de Violência Doméstica";"2015-04-22"
"19334";"2015";"21442";"Realização de Fiscalização da Sanidade Vegetal";"2015-04-22"
"19335";"2015";"21443";"Inspeção de Estabelecimentos";"2015-04-22"
"19336";"2015";"21444";"Fortalecimento das Ações Finalísticas da UVA";"2015-04-22"
"19337";"2015";"21445";"Apoio Financeiro às Entidades que Trabalham com Crianças e Adolescentes";"2015-04-22"
"19338";"2015";"21446";"Suporte a Metodologias de Controle de Qualidade, Consistência e Classificação d";"2015-04-22"
"19339";"2015";"21447";"Pessoal e Encargos Sociais - Folha Complementar - SCIDADES";"2015-04-22"
"19340";"2015";"21448";"Fortalecimento das Ações de Apoio a Produção Artesanal";"2015-04-22"
"19341";"2015";"21449";"Manutenção das Unidades de Ensino Profissionalizante";"2015-04-22"
"19342";"2015";"21451";"Manutenção dos Postos de Classificação Vegetal";"2015-04-22"
"19343";"2015";"21453";"Concessão do PASEP -DETRAN";"2015-04-22"
"19344";"2015";"21454";"Operacionalização e Manutenção de Centrais de Abastecimento";"2015-04-22"
"19345";"2015";"21455";"Apoio ao Desenvolvimento Agropecuário Executado por meio do Contrato de Regime ";"2015-04-22"
"19346";"2015";"21456";"Capacitação dos Profissionais do Sistema Único de Assistência Social - SUAS";"2015-04-22"
"19347";"2015";"21457";"Adequação do Parque Tecnológico";"2015-04-22"
"19348";"2015";"21458";"Reequipamentos dos Postos Fiscais";"2015-04-22"
"19349";"2015";"21460";"Manutenção da Corregedoria-Geral do Ministério Público";"2015-04-22"
"19350";"2015";"21461";"Publicidade, Propaganda e Divulgação Oficial - Assembleia Legislativa";"2015-04-22"
"19351";"2015";"21462";"Contribuição Patronal RGPS - Assembleia Legislativa";"2015-04-22"
"19352";"2015";"21464";"Realização de Concursos para Servidores Técnico-administrativos";"2015-04-22"
"19353";"2015";"21465";"Manutenção de Central de Abastecimento e Comercialização Agropecuária.";"2015-04-22"
"19354";"2015";"21466";"Manutenção de Parques de Exposição Agropecuária";"2015-04-22"
"19355";"2015";"21467";"Manutenção e Funcionameto da Atividade - Fim da Academia Estadual de Segurança ";"2015-04-22"
"19356";"2015";"21468";"Pessoal e Encargos Sociais - Folha Normal - EGP";"2015-04-22"
"19357";"2015";"21469";"Manutenção e Funcionamento da TI da Academia Estadual de Segurança Pública";"2015-04-22"
"19358";"2015";"21470";"Manutenção das Barreiras Zoofitossanitárias";"2015-04-22"
"19359";"2015";"21471";"Pagamento de Despesas Administrativas de Natureza Obrigatória e Continuada";"2015-04-22"
"19360";"2015";"21473";"Realização de Concurso Público";"2015-04-22"
"19361";"2015";"21474";"Gerenciamento do Programa Habitacional";"2015-04-22"
"19362";"2015";"21475";"Pagamento de Pensões Provenientes do Montepio do Ministério Público - Folha Com";"2015-04-22"
"19363";"2015";"21477";"Oferta de Atividades de Extensão para a Comunidade e Familiares dos Profissiona";"2015-04-22"
"19364";"2015";"21478";"Manutenção e Funcionamento - EGP";"2015-04-22"
"19365";"2015";"21479";"PROINFTUR - Comp IV - Gestão do Programa";"2015-04-22"
"19366";"2015";"21484";"Capacitação de Servidores P?blicos - Formação Continuada, Qualificação e Requal";"2015-04-22"
"19367";"2015";"21487";"PRODETUR NACIONAL - Comp V b - Gestão das Ações do Programa Voltadas ao Desenvo";"2015-04-22"
"19368";"2015";"21488";"Manutenção dos Equipamentos Turísticos";"2015-04-22"
"19369";"2015";"21489";"Apoio a Entidades que Trabalham com Crianças e Adolescentes";"2015-04-22"
"19370";"2015";"21491";"Manutenção e Funcionamento de TI - EGP";"2015-04-22"
"19371";"2015";"21492";"Capacitação dos Membros dos Conselhos Comunitários de Defesa Social - CCDS";"2015-04-22"
"19372";"2015";"21494";"Concessão de Outros Benefícios Assistenciais TCE-CE";"2015-04-22"
"19373";"2015";"21495";"Manutenção do Programa de Ações Continuadas de Apoio ao Drogadicto Assistido em";"2015-04-22"
"19374";"2015";"21496";"Gestão do Programa de Apoio à Execução de Alternativas Penais";"2015-04-22"
"19375";"2015";"21497";"Assistência a Policiais Civis Dependentes Químicos";"2015-04-22"
"19376";"2015";"21499";"Gestão das Ações do Programa de Proteção à Crianças e Adolescentes Ameaçados - ";"2015-04-22"
"19377";"2015";"21500";"REALIZAÇÃO DE CURSOS E EVENTOS PARA O FORTALECIMENTO DA REDE ESTADUAL DE PLANEJ";"2015-04-22"
"19378";"2015";"21501";"Fortalecimento e Ampliação dos Programas, Projetos e Ações de Extensão da URCA";"2015-04-22"
"19379";"2015";"21502";"Transporte Escolar para Alunos da Educação Básica";"2015-04-22"
"19380";"2015";"21503";"Desenvolvimento do Programa Estadual de Alimentação Escolar para Alunos da Educ";"2015-04-22"
"19381";"2015";"21504";"Fortalecimento dos Cursos de Licenciatura, através da Ampliação do Programa de ";"2015-04-22"
"19382";"2015";"21505";"Reformas e Adaptações dos Campi da URCA para a Acessibilidade e Mobilidade de D";"2015-04-22"
"19383";"2015";"21507";"Fortalecimento dos Núcleos, Comitê Centífico e Centros de Estudos e Pesquisas, ";"2015-04-22"
"19384";"2015";"21508";"Ampliação das Cotas das Bolsas de Iniciação Científica junto às Agências de Fom";"2015-04-22"
"19385";"2015";"21511";"Realização de Cursos de Curta, Média e Longa Duração";"2015-04-22"
"19386";"2015";"21513";"Desenvolver  Sistemas de Avaliação das Ações de Capacitação/Formação - EGP";"2015-04-22"
"19387";"2015";"21514";"Promover Parcerias para Eventos de Capacitação - EGP";"2015-04-22"
"19388";"2015";"21515";"Realização de Palestras, Encontros, Seminários, Oficinas, Fóruns e Congressos -";"2015-04-22"
"19389";"2015";"21516";"Realização de Palestras Educativas e Vivenciais, Oficinas, Premiações, Atividad";"2015-04-22"
"19390";"2015";"21517";"Apoio, Desenvolvimento e Capacitação de Servidores - EGP";"2015-04-22"
"19391";"2015";"21518";"Desenvolvimento das Competências dos Gestores Públicos - EGP";"2015-04-22"
"19392";"2015";"21519";"Manutenção e funcionamento - SESA";"2015-04-22"
"19393";"2015";"21520";"PROARES II - Estudos e Pesquisas para o Gerenciamento das Ações Desenvolvidas p";"2015-04-22"
"19394";"2015";"21522";"Manutenção e Operacionalização das Sedes Regionais do Crato e Sobral";"2015-04-22"
"19395";"2015";"21523";"CONSERVACAO E MANUTENCAO ROTINEIRA EM RODOVIAS DO ESTADO DO CEARA";"2015-04-22"
"19396";"2015";"21524";"Estudos e Pesquisas para o Turismo";"2015-04-22"
"19397";"2015";"21529";"Promoção de Ações de Geoconservação nos Geossítios do Geopark Araripe";"2015-04-22"
"19398";"2015";"21532";"Realização de Ações de Incentivo ao Desenvolvimento de Novos Geoprodutos e Ampl";"2015-04-22"
"19399";"2015";"21533";"PROARES II - Capacitação de Jovens com Cursos Profissionalizantes";"2015-04-22"
"19400";"2015";"21534";"Pessoal e Encargos Sociais na Atenção e Vigilância a Saúde - Folha Normal";"2015-04-22"
"19401";"2015";"21535";"Apoio Financeiro a Entidades Não Governamentais";"2015-04-22"
"19402";"2015";"21536";"Contribuição Patronal RGPS - Assembleia Legislativa";"2015-04-22"
"19403";"2015";"21537";"Pessoal e Encargos Sociais Folha Normal - ESP/FUNDES";"2015-04-22"
"19404";"2015";"21538";"Formação em Nível de Graduação";"2015-04-22"
"19405";"2015";"21539";"Pessoal e Encargos Sociais Folha Complementar - ESP/FUNDES";"2015-04-22"
"19406";"2015";"21540";"Contribuição Patronal ao Regime Geral de Previdência - ESP/FUNDES";"2015-04-22"
"19407";"2015";"21541";"Realização de Concurso Público para Professores";"2015-04-22"
"19408";"2015";"21542";"Ampliação e Interiorização do Programa de Assistência Estudantil";"2015-04-22"
"19409";"2015";"21543";"Contribuição Patronal RGPS - Assembleia Legislativa";"2015-04-22"
